,company,error,joburl,location_area,location_big,salary,searchterm,seekID,templatetext,title,yrlow,yrhigh,salrange,avg_sal
970,Paxus,nobullets,/job/38105411?type=standout&searchrequesttoken=a833da87-f77b-4c4d-90f4-de273effccc1,"CBD, Inner West & Eastern Suburbs",Sydney,not_listed,big-data,38105411.0,"
Our leading media client is looking for a Data Analyst to join in a permanent position to manage the organisation's data and analysis needs! This includes; video campaign reporting, dashboard building, and quantitative surveys.
Its an exciting role encouraging your passion for technology and innovative analysis, manageing your own workload and driving strategy.
This role will work closely with the Web Developer, communicating with the business insights to drive distribution and content strategy within the organisation, demonstrate campaign effectiveness and provide actionable intelligence to the business. 
Key Responsibilities:

Build and maintain real-time campaign dashboards; creation and maintenance of data templates, use of formulas to interpret data and updating databases.
Extract, gather, clean, and organise data from multiple sources. 
Collate and analyse data. 
Roll-out of a new reporting dashboard, ensuring all relevant data is measured and represented optimally to all users.
Design, build and populate results benchmarking. 

Role Requirements:

Experience with Microsoft suite, in particular, Excel and PowerPoint
Organisational skills
Excellent attention to detail
Ability to work independently and prioritise workload to meet deadlines

Highly Desirable:

Previous experience working within a creative/media industry organisation is highly regarded. 
Experience working with Google Sheets & Google Data Studio
Programming skills, ideally with experience in languages commonly used in big data frameworks
Sound SQL skills
Knowledge of database design principles
Experience using API's to extract data
Familiarity with social and video ad buying systems, such as Google Ads & Facebook Ads
Experience with dashboarding tools (eg: Tableau, Qlik etc.)

if this is the opportunity for you apply today with a summary aligned to the role. Successful candidates will be called for more info. To be considered for the role click the 'Apply' button or for more information
        about this and other opportunities please contact Alyssa Lau on 02 9464 5658. Please quote our job reference number: 200184510. ",Data Analyst,,,,
971,Experis,nobullets,/job/38105247?type=standard&searchrequesttoken=a833da87-f77b-4c4d-90f4-de273effccc1,not_listed,Melbourne,not_listed,big-data,38105247.0,"
Technology Architect  Desired Skills:  • Data Modeling  • Stakeholder Communication  • Datastage  • Cloudera Eco-system  • Azure (specific to SQL DW, VM)           • Agile Experience  • Telecom Domain skills  Responsibilities:  • Work with key stakeholders to understand requirement, current data flow, different stages of data load.  • Understand current
          architecture, major components, current interfaces for any suggestions / improvements.  • Hands on experience on data model & defining data mapping.  • Basic knowledge of Datastage, Control-M  • Working knowledge
          on Cloudera eco system.  • Working knowledge on Azure - SQL DW  • Validate design best practices, development coding standards and checklists.  • Provide technical assistance to team and evaluate all codes.  •
          Co-ordinate with team on data analysis, coding and testing end to end data flow.  Qualification:  • Engineering Degree or Master of Computer Applications  • 10+ Years of IT Experience  • Experience
          in Design, Development and implementation of Data Warehousing systems  • Experience in Azure Cloud  • Experience in Big Data Technologies 
 If you have the skills as detailed above, please send your resume to ratheesh.sr@au.experis.com
",Technical Architect-Technology Architect-Technical Consultant,,,,
972,Deakin University,nobullets,/job/38013786?type=standout&searchrequesttoken=eaa0d489-76e3-4e8e-987b-43e67e2ab8ee,not_listed,South West Coast VIC,"$95,488 - $112,940 p.a + 17% superannuation",big-data,38013786.0,"
The role
Deakin University and Southwest University based in Chongqing, China have established a joint research Centre on Agricultural Big Data.  The intent being to build upon the long-term focus of Southwest University in the area of agriculture
          with Deakin’s growing reputation in data analytics and sustainable regional and rural development through the establishment of industry focused, innovative research projects.
The Postdoctoral Research Fellow will play a key role in the development of this collaboration and will make a substantial contribution to managing the relationship between the two Universities and in coordinating joint research activities in
          the areas of Agricultural Big Data and higher degree research (HDR) supervision.
This is a 3 year fixed-term position and can be situated at either the Geelong Waurn Ponds or Melbourne Burwood campus.
To be successful, you’ll have:

post-doctoral/professional experience in multidisciplinary research with a focus on life sciences or a closely related discipline with evidence in high-quality publications, conference papers, reports, or professional or technical contributions
a capacity to plan and coordinate the design and delivery of collaborative research projects within your area of expertise and organisation of related meetings, workshops and conferences
an ability to plan, initiate and conduct high quality research in the life sciences area including an ability to supervise research students
strengths in establishing and maintaining highly effective working relationships with a diverse range of people
a willingness to travel to China, and demonstrated fluency in English and Mandarin is preferable

Your key responsibilities will be to:

contribute to your specific area of research, scholarship or creative activity through publication or exhibition in quality outlets
contribute to research projects and collaborations to create new insights and opportunities in relation to the joint collaboration and which lead to demonstrable outcomes
contribute to the successful development of research programs and partnerships between the two Universities
supervision and/or examination of honours students or assistance with supervision, management and timely completion of HDR students
lifting the research profile and reputation of Deakin by means of public lectures, seminars, public debate and policy formation on key research issues

Culture
Deakin University is proud to be recognised as an organisation that offers a friendly, supportive and challenging working environment. Our staff are committed to making a genuine difference to people’s lives through excellence in education and
          research.
We acknowledge the importance of providing a dynamic and diverse working environment and offer variety in day-to-day roles as well as professional development opportunities to assist staff to grow and progress their careers.
Deakin University staff have the opportunity to interact with colleagues from a diverse range of cultures and professional backgrounds, all of whom share a common interest in lifelong learning.
Benefits
We value our staff and understand that they are more than just their jobs, that's why we offer benefits that enhance work life. Some of Deakin’s workplace benefits include:

17% superannuation
flexible work arrangements
discounts with third party suppliers for health insurance, car rentals IT and more

About us
The flexible learning options we provide our students and our diverse team of professionals and academic experts has enabled us to achieve a 5-star rating by the prestigious university ranking organisation Quacquarelli Symonds. For eight consecutive
          years, we've achieved the highest level of overall student satisfaction among Victorian universities.
We have a network of campuses, learning centres and research centres across Victoria and corporate offices in Melbourne, China, Indonesia, India and Sri Lanka. Our online Cloud campus provides more than 13,000 students with access to state-of-the-art
          digital tools and direct access to world-renowned academics.
As a Victorian university with a global impact, Deakin is translating its research into commercial outcomes that will help drive innovation for Australia’s economy.
 
 Level B - Postdoc Research Fellow - Life Sciences.pdf
Applications close on Sunday 3rd February 2019. When applying, please include a complete resume and responses to the selection criteria.
 
At Deakin we value diversity, embrace difference and nurture a connected, safe and respectful community.  We recognise that our academic workforce is increasingly diverse with a variety of backgrounds, experiences and responsibilities. In many cases, academic careers can be put on hold through career breaks or part-time work arrangements to take on caring duties, gain experience in other industries, for medical reasons or other personal circumstances.   Achievement relative to opportunity places more emphasis on the quality as opposed to the quantity of research outputs. In your application, we encourage you to comment on your achievements relative to opportunity.

","Post Doctoral Research Fellow, Life Science",95488.0,112940.0,17452.0,104214.0
973,Finite IT Recruitment Solutions,nobullets,/job/38145107?type=standard&searchrequesttoken=eaa0d489-76e3-4e8e-987b-43e67e2ab8ee,"CBD, Inner West & Eastern Suburbs",Sydney,$Neg,big-data,38145107.0,"
Organisational Change Manager

6 month contract
Government
Burwood
Immediate start

The Company
This is a fantastic opportunity for an Organisational Change Manager to join one of the largest government agencies in NSW. This government agency is the centrepiece in setting strategic directions and providing governance for a number of large
          operating agencies.
The Role
You will be joining the IT Infrastructure Services Project Delivery team, supporting the delivery of End User projects. 
You will be:

Working closely with the project team and key stakeholders, the Organisational Change Manager will take a structured approach to delivering change and communication, identifying business impacts, and developing and executing communication and
            stakeholder engagement activities in line with the project’s communication plan. 
Responsible for coordinating the delivery of communication and stakeholder management to ensure that business stakeholders are engaged effectively and that staff are ready, willing and able to adopt the new technology solutions when implemented.
            
The scope of the role includes developing communication and stakeholder engagement plans, conducting impact assessments (e.g. business process changes) and managing the creation and delivery of project communication material.

Who you are
You will have the following skills and experience:

Two to three years of experience in managing the delivery of change and communication activities for technology projects, preferably within a large program environment.
Strong background in managing the delivery of project communication and stakeholder engagement. 
Thorough understanding of a recognised organisational change management methodology. 
Ability to establish credibility quickly and engage and inspire key stakeholders, as well as strong interpersonal and organisational skills. 
Adopts a structured and organised approach to change delivery, ensuring change management activities are synchronised with project delivery. 
Proactive and forward looking behaviours to enable effective schedule/resource/risk/issue management. 

What’s on offer?

Competitive daily rate
Possible extension
A great opportunity to showcase your leadership and stakeholder management skills.

Who we are
The Finite group is a multi-award winning consultancy recognised across Australia and New Zealand for excellence in recruitment for the technology consultancy space. We have 20 years of year on year success. Our teams specialise in the following
          areas of technology recruitment (contract and permanent): DevOps | Business Intelligence | Big Data | Analytics | Infrastructure | Engineering | Digital; iOS Android| Front End Development| Back End Development | UX | UI | Research | Project
          Management | Change Management | AdOps | Service Delivery |
What's next?
If you would like to be considered, please send applications to Terry Park  on terryp@finite.com.au or click the apply button! 
",Organisational Change Manager (End User projects),,,,
974,Altis Consulting,notemplatetext,/job/38080091?type=standout&searchrequesttoken=eaa0d489-76e3-4e8e-987b-43e67e2ab8ee,CBD & Inner Suburbs,Melbourne,not_listed,big-data,38080091.0,,Data engineer - Melbourne,,,,
975,Stream Consulting Group,nobullets,/job/38098886?type=standard&searchrequesttoken=eaa0d489-76e3-4e8e-987b-43e67e2ab8ee,"CBD, Inner West & Eastern Suburbs",Sydney,$90k - $120k p.a. + Uncapped Commissions - $190k+,big-data,38098886.0,"
 Company  Our client is a fast growing global business which has become a market leader in software analytic solutions. On offer is the opportunity to join a rapidly growing technology startup that is poised to
          change the face of the industry. As Head of Sales - Australia, you will have the opportunity to work in office or remotely. You'll be compensated with a generous base and uncapped commissions, along with a flexible working environment. Equity
          will also be offered depending on the candidate.  Position  Due to exponential growth, they are now looking for an experienced sales professional to expand our footprint and accelerate our growth in the Australian
          market.  You will be responsible for: • Rapidly growing sales in the Australian market. • Identifying, qualifying, and demonstrating to prospective agencies. • Generating new target prospects through market research, networking,
          and referrals. • Work closely with senior management to prioritize opportunities and execute sales strategies to exceed quota and performance expectations. • Develop and leverage key accounts  Ideal candidates will have a proven
          track record of exceeding sales targets. Candidates with proven relationships within multiple recruitment agencies and an immediate book of business that they can leverage are strongly preferred.  Successful candidates
          will possess the following: • A minimum of 3 years related sales experience(new business development highly regarded) • Consultative and solution selling skills combined with excellent communication skills (written and verbal). •
          Passion for technology (Big Data) services and their application to the recruitment industry. • Excellent leadership skills in both independent and team environments. • High energy, with the ability to work autonomously and is self-motivated.          • Experience with Salesforce preferred.  Salary  $90-110k Base + Super & Uncapped Commissions $190k OTE 1st Year  If you feel like this could be your next big opportunity do not miss out! Interviews
          are being conducted this week, so what are you waiting for? APPLY NOW
",Sales | Account Management | Leading Software Start Up,90000.0,120000.0,30000.0,105000.0
976,HCL Australia Services Pty Ltd,nobullets,/job/38036714?type=standard&searchrequesttoken=eaa0d489-76e3-4e8e-987b-43e67e2ab8ee,"CBD, Inner West & Eastern Suburbs",Sydney,"$120,000 - $149,999",big-data,38036714.0,"
For over 40 years HCL has been providing value to their customer’s businesses through application development, maintenance and business transformation services. HCL’s collaborated global delivery mechanism across all industry verticals ensures an innovative and successful execution of IT services. HCL in ANZ is focused in providing software-led IT solutions, Enterprise and Applications Consulting, remote infrastructure management, BPO services and IT Hardware and Systems Integration with offices based in Sydney, Melbourne, Brisbane, Adelaide, Perth, Auckland & Wellington.
Location: Sydney, Melbourne, Brisbane, Adelaide, Perth
Technical Architect is responsible for developing the fast, secure, scalable and maintainable applications that will make us stand out from the crowd by ensuring the quality and enabling Company employees to do their work effectively.

Gather requirement specifications and deliver solutions to the client organization based on understanding of a domain and technology.
Responsible for Design and develop solutions for product / application delivery.
Deployment of the Application under RPM packages and setup the Autosys dependencies as per the solution design.
Integration with Github (Enterprise) for merging with other framework changes.
Monitoring the status of nodes, scheduling/un-scheduling the nodes from Autosys infrastructure
Responsible for development and maintenance of the application built using ETL framework in Teradata and Apache Spark, Kafka, Hive in Big Data.
Build Complex Queries as required and also do review of the queries to adhere to performance SLA requirements.
Provide Technical support to the project & overall application in terms of any impacts to other existing projects after the implementation phase.
Prepare Solution design documents as per client standards and required information from the solution perspective.
Formulate system requirements, review and evaluate existing systems, and design and modify systems to meet users' business needs
Liaise with Design Governance Team, Data Management Team & Program team to adhere to the requirements & ensuring that all are in-synch with the solution approach.

Education Qualification & Experience

Master/Bachelor’s degree in Computer Science/Information Technology.
10-14 years of relevant experience on below indicated skillset.

Skill Level

Extensive knowledge in the following technologies: System Architecture / Big Data Architecture and other related lines.
Extensive knowledge in Java, Teradata, UNIX, GitHub, Apache Spark, Hive, Kafka hosting technologies like OpenStack, Hadoop.
Experience in implementing CI & CD Tools implementation of in Agile

HCL Australia offers a unique opportunity where your employer puts you first and customers second. At HCL, we believe in EMPLOYEE FIRST. HCL’s enlightened approach to employee development focus on giving people whatever they need to succeed: be it a virtual assistant or talent transformation sabbaticals; expert guidance or fast track growth; inner peace or democratic empowerment.
",Technical Architect- Spark ETL & DataVault,120000.0,149999.0,29999.0,134999.5
977,Interactiveinc  PTY LTD,nobullets,/job/38189906?type=standout&searchrequesttoken=eaa0d489-76e3-4e8e-987b-43e67e2ab8ee,"CBD, Inner West & Eastern Suburbs",Sydney,not_listed,big-data,38189906.0,"ABOUT THE AGENCYThis 50 Person digital communications and innovation consultancy group made up of creative thinkers, innovators, technologists & analysts. Over the last 20 years they have become
        one of the true leaders in the local digital agency and innovation space, consistently delivering effective solutions for their clients.  ABOUT THE ROLEIn this role you
        will primarily work with the main agency whilst supporting other agencies in the group. You will report directly to the GM. Key areas of focus are: Insights/Strategy, Business Development, Analysis & Reporting. SKILLS & EXPERIENCE

Experience in creating data driven briefs for UX & design solutions
Strategically led recommendations based on deep customer insights
Solid understanding of CRO and making clear recommendations to clients
Able to demonstrate build & maintain ongoing reporting tools, templates and structures
Advanced Excel, GA, GTM and Google Optimize skills
Experience with data visualisation such as Google Data Studio, Tableau & Power BI
Big plus if you have SQL, bigQuery, Python skills
 For further information please call Nick on 02 9114 8160 or send your CV to nick@interactiveinc.com.au ",Strategic Analyst,,,,
978,Ecare Careers,notemplatetext,/job/38091786?type=standard&searchrequesttoken=2a47f078-7c6f-4cf1-95b8-dd95cba1160d,CBD & Inner Suburbs,Melbourne,"$90,000 - $119,999",big-data,38091786.0,,Senior Financial Analyst,90000.0,119999.0,29999.0,104999.5
979,Spark Recruitment,nobullets,/job/38090714?type=standout&searchrequesttoken=2a47f078-7c6f-4cf1-95b8-dd95cba1160d,"CBD, Inner West & Eastern Suburbs",Sydney,not_listed,big-data,38090714.0,"
 

Principal Software Architect needed for growing technology company
Sydney CBD location
Competitive package + Super + Equity

A Principal Software Architect is needed for Financial Services company based in the Sydney CBD. This company are going through a significant growth period and are looking for an experienced C++ Principal Architect to join the team to help develop
          systems and build products. They have built a highly scalable technology that is one of a kind in the market. The Principal Architect will be a key hire, as one of the most senior roles in the company.  To make sparks fly you will have:As
          a Principal Software Architect you will need to have - 

12-15 years’ experience in Software Development in C++
At least 3 years’ experience in Visual C++
Expertise in designing and architecting complex systems in a Financial Services/Trading environment
Evidence of leading a team in previous roles
Significant IPC and parallel processing experience
Experience with Cloud computing and Containers
Advanced math, Big data, SOA & AI
Ability to communicate your ideas effectively both written and verbal

 What makes this role shine?

Sydney CBD location
Highly competitive package including stock and bonus (up to $225k base)
Exciting opportunity to join a growing company fostering a high-quality environment

Spark your interest?
To find out more about this exciting Principal Architect role please apply by attaching your resume (in MS WORD format only please) or contact Helen Tankard on 02 8090 7781.
    
",Principal Software Architect (C++),,,,
980,Hudson,nobullets,/job/38085187?type=standout&searchrequesttoken=2a47f078-7c6f-4cf1-95b8-dd95cba1160d,not_listed,Brisbane,$900 - $1k p.d.,big-data,38085187.0,"
An outstanding long term contract opportunity has arisen for an experienced BI Solution Designer with one of Queensland's iconic financial services organisations. 
Working within the IT Architecture team, you will be reposnible for providing techncial leadership in the design and development of the organisation's BI Solutions, and will be the techncial lead on data modelling, data ingestion and ETL transformation
          proceses, utilising Microsoft's Azure Business Intelligence tools. Key duties will include:

Designing standards, methods and tools, consistent with agreed enterprise and solution architectures.
Design and develop intuitive reports, dashboards, and graphs using Azure Business Intelligence, Data Warehouse and Big Data analytics.
Review and analyze complex, integrated data, models and information from various business systems and Big Data sources using Azure Data Lake, Azure Analysis Services and Power BI Service.
Evaluate new BI Platform software and tools ensuring that software is fit for purpose and aligns with agreed enterprise and solution architectures. 

Suitable candidates will be able to demonstrate the following atrributes:

Senior level of expertise and software development experience, designing, developing and supporting various BI products including MS SQL Server 2016, Visual Studio 2016, SSAS - multi-dimensional & tabular and SSIS.
Senior level of MS Azure cloud expertise, designing, developing and supporting various MS products including Azure Data Factory, Azure Blob Storage, Azure Databricks, Azure SQL DB, PowerBI.com.
Senior level of expertise/technical leadership and business skills in the provision of effective Enterprise Data Warehouse environments including systems and database management and support services.
Senior level of expertise and experience using data modelling methodologies such as Kimball; Inmon and Data Vault.

In return our client can offer a professional yet friendly team environment and access to leading edge cloud technologies. For more information, please 'APPLY NOW' quoting reference 4A/21674 or contact Tim Smith on 07 325 88453 for a confidential
          discussion. 
",Senior BI Solution Designer,225000.0,250000.0,25000.0,237500.0
981,Paxus,nobullets,/job/38084341?type=standout&searchrequesttoken=2a47f078-7c6f-4cf1-95b8-dd95cba1160d,"CBD, Inner West & Eastern Suburbs",Sydney,not_listed,big-data,38084341.0,"
Our leading media client is looking for a Data Analyst to join in a permanent position to manage the organisation's data and analysis needs. This includes; video campaign reporting, dashboard building, and quantitative surveys.
This role will work closely with the Web Developer and bring insights to drive distribution and content strategy within the organisation, demonstrate campaign effectiveness and provide actionable intelligence to the business. 
Key Responsibilities:

Build and maintain real-time campaign dashboards; creation and maintenance of data templates, use of formulas to interpret data and updating databases.
Extract, gather, clean, and organise data from multiple sources. 
Collate and analyse data. 
Roll-out of a new reporting dashboard, ensuring all relevant data is measured and represented optimally to all users.
Design, build and populate results benchmarking. 

Role Requirements:

Experience with Microsoft suite, in particular Excel and PowerPoint
Organisational skills
Excellent attention to detail
Ability to work independently and prioritise workload to meet deadlines

Highly Desirable:

Previous experience working within a creative/media industry organisation is highly regarded. 
Experience working with Google Sheets & Google Data Studio
Programming skills, ideally with experience in languages commonly used in big data frameworks
Sound SQL skills
Knowledge of database design principles
Experience using API's to extract data
Familiarity with social and video ad buying systems, such as Google Ads & Facebook Ads
Experience with dashboarding tools (eg: Tableau, Qlik etc.)
To be considered for the role click the 'Apply' button or for more information about this and other opportunities please contact Alyssa Lau on 02 9464 5658. Please quote our job reference number: 200184510. ",Data Analyst,,,,
982,Robert Half Technology,nobullets,/job/38104285?type=standard&searchrequesttoken=6ecd0493-d1e1-4abb-a32f-130eea1f252f,CBD & Inner Suburbs,Melbourne,$100k - $110k p.a. + Super,big-data,38104285.0,"
The Company
This business has an enthusiastic and driven technology team who build great product and offer innovative services to a big range of clients. This organisation prides itself on its use of best of breed technologies, its big data analysis and the
          customer experience they deliver. Established in the early 2000’s this organisation has around 80 people globally and has undertaken controlled growth that has allowed it both to invest in its people and solutions even as the business expands
          internationally.
The Role
You will be a key linchpin between software engineers, product owners, clients and a number of key internal business orientated stakeholders. Great interpersonal skill, enthusiasm and drive will go a long way to seeing you effectively communicate
          with a wide variety of people, and will also be key to driving workshops and acting as a catalyst for the teams ideas. 
Key responsibilities include:

Drive high levels of communication and transparency between teams and team members.
Collaborate with your team and the wider business to improve agile capability.
Manage the technical design process to identify and solve business issues.
Create user stories, process flows & wireframes, to effectively outline and communicate.
Balance clients, budgets, needs, constraints, relationships and outcomes.
Elements of strategic planning, data modeling, and process design.

About You
You will be a BA who has excellent communication and an affinity with the SDLC. You will enjoy servicing the needs of a range of stakeholders in a multifaceted small-medium environment. You should be an excellent problem solver with exceptional
          analytical skills who can work autonomously and as part of a close-knit team.
Your experience and skills should include most, if not all:

Confidence in engaging with and managing client interactions at all levels.
An adaptive and innovative approach to rapidly changing needs and circumstances.
Solid experience as a BA/Iteration Manager/Consultant in an Agile set-up.
Exposure to the full SDLC, & the ability to communicate with technical and non-technical stakeholders.

In addition you will have an IT degree or other relevant technical/project/delivery qualifications. The role also requires the ability to prioritize your work and excellent written communication skills.
How to Apply
If this sounds like you then click on the apply button now.
910103986BP
Learn more about our Melbourne recruitment services: http://www.roberthalf.com.au/recruitment-agency-melbourne
",Business Analyst,100000.0,110000.0,10000.0,105000.0
983,FDM Group Australia Pty Ltd.,notemplatetext,/job/38036320?type=standout&searchrequesttoken=6ecd0493-d1e1-4abb-a32f-130eea1f252f,"CBD, Inner West & Eastern Suburbs",Sydney,"$55,000 - $59,999",big-data,38036320.0,,Business Intelligence (BI) - Graduate Program,55000.0,59999.0,4999.0,57499.5
984,MTData Pty Ltd,notemplatetext,/job/38099792?type=standard&searchrequesttoken=6ecd0493-d1e1-4abb-a32f-130eea1f252f,Eastern Suburbs,Melbourne,not_listed,big-data,38099792.0,,Full Stack/C# Developer,,,,
985,Opus Recruitment Solutions,nobullets,/job/38037966?type=standard&searchrequesttoken=6ecd0493-d1e1-4abb-a32f-130eea1f252f,not_listed,Sydney,$500 - $600 per day,big-data,38037966.0,"Data Engineer

6-12 months contract
One of Australia’s iconic company
Chance to upskill your engineering skills further
Be a part of a team that has a disruptive view about data and analytics
   COMPANY BLURB: One of Australia’s iconic company are looking for outstanding data engineering with a strong software development background. My client is looking for someone to be a part of a team that
          are passionate about data. They are a team who love to tackle and resolve challenges.    RESPONSIBILITIES:

Promote and create space for the adoption and development of good technical practices within the business
Develop a sound understanding of SMEs business processes and data requirements
Create a focus on limiting work in progress to improve effectiveness and delivering faster to market
Provide stable and operational digital platforms to the customer
Use root cause analysis techniques to understand the root cause of production incidents
Evolve the product/platform proactively to avoid repeat issues
  YOU WILL HAVE:

Passion about data and data-driven insights
Coding and automated testing and deployment (CICD) patterns  
Experience in engineering (commercial or open source) software platforms and large-scale distributed data infrastructures
Python and Java experience MANITORY  
Strong development background
Experience with PaaS, IaaS and Serverless services. 
Prior experience with Big Query, GCP and AWS (EC2, ECS, S3, CloudFormation, Kinesis, IoT) desirable
Experience of working hands-on with structured, semi-structured and unstructured big data systems
Significant knowledge of data modelling and understanding of different data structures and their benefits and limitations under particular use cases

",Data Engineer,125000.0,150000.0,25000.0,137500.0
986,A2K Technologies,nobullets,/job/38186032?type=standout&searchrequesttoken=6ecd0493-d1e1-4abb-a32f-130eea1f252f,CBD & Inner Suburbs,Melbourne,not_listed,big-data,38186032.0,"
THE COMPANY
A2K Technologies fosters innovation through delivering software and hardware solutions, consulting, training, development and managed services. Covering the entire ANZ region, the company has offices based in Brisbane, Sydney, Melbourne, Adelaide
          and Perth, backed by a team of highly skilled hands on technical experts. A2K is an IT Services Company as one of the leading managed services providers for Microsoft, Autodesk, Siemens, and others.
 
RIB Software SE is an innovator in construction business. The company creates, develops, and offers iTWO³ – new thinking, new working method and new technology - for construction projects across various industries worldwide. iTWO today is the
          world’s first Cloud / License based Big Data 5D BIM enterprise solution for construction companies, industrial companies, developers and investors.
We are now looking for the right candidate to help us deliver the world’s leading advanced vertical cloud solution for the construction industry.
 
THE ROLE
Due to our expansion and growth in the ANZ region, an exciting opportunity within A2K’s business awaits the right candidate. This is a dynamic, fast-paced and friendly environment that will suit an energetic and strategic thinker with clear vision
          and solid networking and communication skills. This is an opportunity to join a respected company and assist in driving the future of construction.
As the MTWO Solution Consultant you will work as a trusted and integral team member reporting directly to the MTWO Business Unit Lead.  The successful candidate responsible for supporting sales leads and assisting in defining and developing
          the technical strategies to be implemented to an extensive customer base in the Construction and AEC industries. This position is ideally located in the Brisbane office but for the right candidate could be in another major capital city.
The Successful Applicant Key Accountabilities of the Position include but not limited to...

Forging and maintaining strong relationships with key contacts in existing and new accounts;
Strategic brainstorming and implementation planning of the technical requirements to our customer base;
Providing the technical presentations and assisting with account planning for clients in construction, infrastructure, manufacturing and Energy & utilities sectors in ANZ Area;
Driving solution-based sales into A2K’s client base with the extensive sales teams;
Preparing and presenting solution offerings with a driven and enthusiastic ethos focusing on accountability for technical accuracy and understanding of the clients requirements;
Maintaining the highest level of technical skills in the functionality and implementation strategies of multiple software applications;
Develop marketing strategies and networking opportunities;
Computer literacy to include Microsoft Suite coupled with experience in updating a CRM package;
Excellent verbal/written communication, organisation and strong interpersonal skills;
Developing and leveraging the company’s branding and professional profile.

 
THE SUCCESSFUL CANDIDATE
The successful applicant will be a team player, proactive and results-oriented.  Other requirements of the role are:

3+ years of previous experience in a construction/cost estimation based role or a construction management graduate with previous site experience desirable.
A proven ability to plan, develop and execute business development strategies and deliver strategy workshops to identify client requirements
Experience of enterprise-level technology solutions strongly preferred.
Demonstrated ability to work within a multidisciplinary team
Proven ability to develop and implement software implementation strategies based on strategy workshop outcomes
Excellent communication, listening and presentation skills
Strong background in negotiating, tendering and estimating
Able to work flexibly with regard to activities and hours in a role that will involve travel

 
The Benefits:

You will be backed by the company's resources to help you achieve your targets;
Dedicated customer service and support teams to provide ongoing post-sales support;
Experienced leadership and mentors to develop and grow your skills.

This role presents the successful candidate with a great market place, a good team environment and real growth opportunities supported by a highly competitive salary, uncapped commission structure and superannuation.The successful applicant
          will be a team player, proactive and results oriented. You will have excellent attention to detail, a dynamic approach to task orientation and the ability to communicate with people at all levels.A2K Technologies Pty Ltd offers an expanding
          and dynamic environment where success and initiative are recognised and rewarded.
If this role is what you are looking for and you meet our requirements, please click the ‘Apply online’ button below or email your resume to Human Resources via hr@a2ktechnologies.com.au.
Your interest will be treated in the strictest of confidence. We look forward to hearing from you!
**Agency applications will not be accepted.**
",MTWO Solution Consultant,,,,
